lat,lon,timestamp
45.012079663574696,34.02649652212858,1729926123
45.01208427362144,34.02650733478367,1729926137
45.01208569854498,34.02651588432491,1729926163
45.01207656227052,34.026500042527914,1729926186
45.01206658780575,34.02653465978801,1729926216
45.01206818036735,34.02652611024678,1729926244
45.01207388006151,34.02651596814394,1729926276
45.01206851564348,34.0265163872391,1729926308
45.012051332741976,34.026526026427746,1729926345
45.0120553560555,34.02651974000037,1729926376
45.012063989415765,34.02650901116431,1729926404
45.01207103021443,34.02651898562908,1729926429
45.01206021755934,34.02652418240905,1729926460
45.012050746008754,34.026539186015725,1729926489
45.01205795444548,34.026523511856794,1729926514
45.01206046901643,34.026535749435425,1729926538
45.012085530906916,34.02652761898935,1729926552
45.01206700690091,34.02644547633827,1729926584
45.01205988228321,34.026491241529584,1729926613
45.012085447087884,34.02648763731122,1729926635
45.01207949593663,34.02646718546748,1729926661
45.01209944486618,34.02650859206915,1729926690
45.012078657746315,34.02646601200104,1729926712
45.01206667162478,34.026513788849115,1729926734
45.01205443404615,34.02650389820337,1729926760
45.012034233659506,34.026495181024075,1729926782
45.01204730942845,34.02650121599436,1729926803
45.01206030137837,34.026496605947614,1729926828
45.01207899302244,34.02652200311422,1729926856
45.01205996610224,34.026517644524574,1729926884
45.01207312569022,34.026525439694524,1729926907
45.01206273213029,34.02650859206915,1729926932
45.0120759755373,34.02654287405312,1729926963
45.012066503986716,34.02654480189085,1729926980
45.01205409877002,34.026514291763306,1729927000
45.01207337714732,34.02646743692458,1729927018
45.01218887977302,34.0261519420892,1729927028
45.01252507790923,34.02547778561711,1729927039
45.013193283230066,34.02437908574939,1729927055
45.013903146609664,34.02335590682924,1729927070
45.014695236459374,34.022428784519434,1729927085
45.015718918293715,34.02127392590046,1729927102
45.01654445193708,34.02012602426112,1729927117
45.017022136598825,34.01892104186118,1729927130
45.01726965419948,34.01747549884021,1729927144
45.017246855422854,34.01603230275214,1729927157
45.01701165921986,34.01489940471947,1729927168
45.01645652577281,34.01355645619333,1729927183
45.0157006457448,34.011906227096915,1729927203
45.015024561434984,34.01036194525659,1729927223
45.01436658203602,34.00882411748171,1729927243
45.01374062150717,34.00735669769347,1729927263
45.013355473056436,34.006426306441426,1729927276
45.01326662488282,34.006220111623406,1729927279
45.01269129104912,34.005209002643824,1729927296
45.012045884504914,34.00464087724686,1729927310
45.01128925010562,34.00441858917475,1729927324
45.01051442697644,34.004573319107294,1729927338
45.009737173095345,34.00507941842079,1729927353
45.00887735746801,34.005437325686216,1729927368
45.00799792818725,34.00541461072862,1729927381
45.0067382119596,34.00515351444483,1729927398
45.00560782849789,34.00492393411696,1729927412
45.00432958826423,34.00464632548392,1729927427
45.00314036384225,34.00438606739044,1729927442
45.00206412747502,34.004144836217165,1729927457
45.00134487636387,34.00398231111467,1729927468
45.00029940158129,34.003724064677954,1729927484
44.99910581856966,34.003451904281974,1729927502
44.997966634109616,34.00318385101855,1729927519
44.99676869250834,34.002907080575824,1729927537
44.99569924548268,34.00264238007367,1729927553
44.994511026889086,34.002313977107406,1729927571
44.99324971809983,34.00191265158355,1729927590
44.99207591637969,34.00148307904601,1729927608
44.990855008363724,34.000990306958556,1729927627
44.98995688743889,34.00059577077627,1729927641
44.989144848659635,34.000196708366275,1729927654
44.98801404610276,33.999534118920565,1729927672
44.986736895516515,33.99861739017069,1729927693
44.98589719645679,33.99792646989226,1729927709
44.985133772715926,33.997216019779444,1729927727
44.98434788547456,33.996384367346764,1729927746
44.98361815698445,33.99559269659221,1729927764
44.982913406565785,33.99481468833983,1729927782
44.98226900584996,33.99417104199529,1729927798
44.98160767368972,33.993523539975286,1729927816
44.98076076619327,33.9928285125643,1729927837
44.98026807792485,33.99280361831188,1729927851
44.979783771559596,33.992739245295525,1729927866
44.97915797866881,33.99223021231592,1729927881
44.978565545752645,33.9919756539166,1729927898
44.97742518782616,33.991556726396084,1729927921
44.975549820810556,33.99114358238876,1729927938
44.97447408735752,33.99115649051964,1729927959
44.97341922484338,33.99125246331096,1729927980
44.97240719385445,33.99145647883415,1729928000
44.971401784569025,33.99175747297704,1729928019
44.970539370551705,33.99212149903178,1729928034
44.96933849528432,33.99259767495096,1729928055
44.96832478791475,33.99302087724209,1729928073
44.96722994372249,33.9934398047626,1729928091
44.965849947184324,33.99387784302235,1729928112
44.96475460007787,33.99416031315923,1729928129
44.96365204453468,33.994361059740186,1729928145
44.962678235024214,33.99449357762933,1729928158
44.96132497675717,33.99462467059493,1729928174
44.95963870547712,33.99479851126671,1729928192
44.958158545196056,33.99496723897755,1729928210
44.95710032992065,33.99506195448339,1729928225
44.9560718704015,33.99516111239791,1729928240
44.95482791215181,33.995301676914096,1729928258
44.953478425741196,33.99543335661292,1729928278
44.95232155546546,33.995619770139456,1729928295
44.95124381035566,33.995864521712065,1729928311
44.95029506273568,33.99612561799586,1729928326
44.9492578022182,33.9964724611491,1729928344
44.94857417419553,33.99673079140484,1729928357
44.9478711001575,33.99702055379748,1729928371
44.94731403887272,33.997270837426186,1729928382
44.94667952880263,33.99759270250797,1729928395
44.94602414779365,33.99794742465019,1729928408
44.94540011510253,33.99830834940076,1729928421
44.94483098387718,33.99865435436368,1729928433
44.94418490678072,33.99908987805247,1729928447
44.94359959848225,33.99949824437499,1729928460
44.942911276593804,34.00001624599099,1729928475
44.94240132160485,34.00042042136192,1729928486
44.94173697195947,34.000988714396954,1729928501
44.94099358096719,34.0016492921859,1729928518
44.940117336809635,34.00243350304663,1729928538
44.93944812566042,34.00303197093308,1729928554
44.938768185675144,34.00362608022988,1729928570
44.93800316937268,34.00431322865188,1729928589
44.93726363405585,34.004946229979396,1729928608
44.93661814369261,34.00552391074598,1729928625
44.935828149318695,34.00624877773225,1729928646
44.93501418270171,34.00697238743305,1729928667
44.9341597314924,34.007728435099125,1729928688
44.93330528028309,34.008470652624965,1729928709
44.932475220412016,34.00921211577952,1729928730
44.93174817413092,34.00986607186496,1729928748
44.930956000462174,34.0105755161494,1729928767
44.93042039684951,34.01105026714504,1729928780
44.92972168140113,34.011663906276226,1729928797
44.9290915299207,34.01221526786685,1729928813
44.92849247530103,34.01274064555764,1729928829
44.92790180258453,34.013273399323225,1729928845
44.92737768217921,34.01374236680567,1729928859
44.92680586874485,34.01424997486174,1729928874
44.9261333886534,34.01484492234886,1729928892
44.925445318222046,34.015458561480045,1729928911
44.92468122392893,34.01616599410772,1729928932
44.92399726063013,34.01677569374442,1729928951
44.92324364371598,34.01745286770165,1729928971
44.92251064628363,34.018100034445524,1729928990
44.921721909195185,34.01879657059908,1729929010
44.92096334695816,34.01946268044412,1729929028
44.920203695073724,34.0201373398304,1729929046
44.91931370459497,34.02082641609013,1729929066
44.918561512604356,34.02127308771014,1729929082
44.91758560761809,34.02164373546839,1729929102
44.91693022660911,34.02177348732948,1729929115
44.91616646759212,34.02181933633983,1729929130
44.91532064974308,34.02173132635653,1729929146
44.914195043966174,34.02140166610479,1729929166
44.91318418644369,34.02088559232652,1729929184
44.91241581737995,34.020278910174966,1729929198
44.91179044358432,34.01968773454428,1729929210
44.9111370742321,34.01895976625383,1729929222
44.910982344299555,34.01871308684349,1729929225
44.9109177198261,34.01863940991461,1729929226
44.90998473018408,34.01764112524688,1729929239
44.908795757219195,34.01640873402357,1729929253
44.90753872320056,34.015079867094755,1729929266
44.905829234048724,34.01332494802773,1729929282
44.9041380174458,34.01184730231762,1729929296
44.90241511724889,34.01071750558913,1729929309
44.90084954537451,34.00996657088399,1729929321
44.8988279979676,34.009349243715405,1729929337
44.896928407251835,34.00910868309438,1729929352
44.89520525559783,34.00916090235114,1729929366
44.893625769764185,34.009407917037606,1729929380
44.89217000082135,34.00979222729802,1729929395
44.890558579936624,34.01038625277579,1729929412
44.88917087204754,34.01093442924321,1729929427
44.88815691322088,34.011322343721986,1729929440
44.88724060356617,34.01169927790761,1729929454
44.88644264638424,34.012054754421115,1729929468
44.88556447438896,34.01246898807585,1729929484
44.884769367054105,34.012881545349956,1729929499
44.88410845398903,34.0133076813072,1729929513
44.88348458893597,34.01370548643172,1729929527
44.88304194062948,34.014019053429365,1729929538
44.88300112076104,34.01404897682369,1729929539
44.882415644824505,34.014476872980595,1729929554
44.881720785051584,34.01500426232815,1729929572
44.88113413564861,34.01547582820058,1729929588
44.88051127642393,34.01601403020322,1729929605
44.87992228008807,34.01655474677682,1729929622
44.87922943197191,34.017211720347404,1729929642
44.87857539206743,34.017925690859556,1729929663
44.878005841746926,34.018570594489574,1729929681
44.87740175798535,34.01926855556667,1729929700
44.87680505029857,34.01997908949852,1729929719
44.876227201893926,34.02072533033788,1729929739
44.87556478008628,34.021492609754205,1729929758
44.87476196140051,34.02244722470641,1729929779
44.87407833337784,34.023244846612215,1729929795
44.87331264652312,34.02414514683187,1729929812
44.872537488117814,34.02505257166922,1729929829
44.87177699804306,34.02593459933996,1729929845
44.871024219319224,34.02678075246513,1729929861
44.87023523077369,34.02770485728979,1729929878
44.869360914453864,34.028528882190585,1729929894
44.868337735533714,34.029070269316435,1729929910
44.867343474179506,34.0292829181999,1729929924
44.8663732688874,34.029210498556495,1729929937
